Column1,Column2,Column3,Column4,Column6
USC00095915,349167,-842833,4788,MINERAL BLUFF                 
USC00095917,349528,-843214,5282,MINERAL BLUFF #2              
USC00095971,337833,-837167,2679,MONROE                        
USC00095974,338019,-837156,2774,MONROE DARDC                  
USC00095979,323175,-840650,911,MONTEZUMA 2 NW                
USC00095988,333328,-836975,1579,MONTICELLO                    
USC00095989,333167,-836833,1615,MONTICELLO 2 NW               
USC00096038,315333,-846167,823,MORGAN 1 W                    
USC00096043,316061,-846453,832,MORGAN 5 NW                   
USC00096044,348475,-842350,6227,MORGANTON 1SSE                
USC00096087,311728,-837481,1036,MOULTRIE 2 ESE                
USC00096093,349047,-834128,10558,MTN CITY 2 SW                 
USC00096126,321739,-825956,698,MT VERNON                     
USC00096148,326089,-850756,1527,MULBERRY GROVE                
USC00096219,312739,-819197,207,NAHUNTA 6NE                   
USC00096222,311500,-819833,210,NAHUNTA 3 S                   
USC00096237,311333,-832167,725,NASHVILLE 5 SSE               
USC00096244,312644,-832392,777,NASHVILLE 4N                  
USC00096255,309000,-830833,585,NAYLOR                        
USC00096259,306711,-827514,411,NEEDMORE 2 W                  
USC00096266,347333,-839167,10071,NEEL GAP                      
USC00096323,325953,-814997,637,NEWINGTON                     
USC00096335,333997,-849150,2423,NEWNAN 7 WNW                  
USC00096340,333969,-848747,2685,NEWNAN 6 W                    
USC00096356,312897,-844158,518,NEWTON 5 W                    
USC00096359,313833,-846167,610,NEWTON EXP STN PTNY PD        
USC00096375,348167,-851333,3901,NICKAJACK GAP                 
USC00096399,347000,-842333,6041,NOONTOOTLA CREEK              
USC00096407,339483,-842219,3063,NORCROSS                      
USC00096471,349667,-840833,5310,NOTTELY DAM                   
USC00096600,338167,-844833,2469,OAKDALE                       
USC00096625,345667,-847167,2240,OAKMAN                        
USC00096650,315953,-832472,305,OCILLA WTP                    
USC00096838,313781,-821292,320,PATTERSON                     
USC00096850,334139,-845958,2731,PEACHTREE CITY 2 N            
USC00096879,312928,-828422,625,PEARSON                       
USC00096905,311167,-841500,1082,PELHAM                        
USC00097046,327833,-848500,2469,PINE MTN VALLEY               
USC00097055,319333,-823333,-9999,PINEY BLUFF                   
USC00097070,306833,-836667,457,PISCOLA                       
USC00097087,320467,-843711,1524,PLAINS SW GA EXP STN          
USC00097130,340000,-830167,3048,POINT PETER                   
USC00097165,315167,-837833,1113,POULAN                        
USC00097171,316953,-829239,914,PRIDGEN                       
USC00097201,320547,-845239,1234,PRESTON                       
USC00097240,322667,-844167,1829,PUTNAM                        
USC00097276,307836,-835692,564,QUITMAN 2 NW                  
USC00097350,347000,-847333,2332,RAMHURST                      
USC00097430,345911,-849589,1981,RESACA                        
USC00097439,320869,-821178,631,REIDSVILLE                    
USC00097455,325333,-841000,1326,REYNOLDS                      
USC00097489,349003,-850667,2347,RINGGOLD 2 SE                 
USC00097499,347500,-855333,2499,RISING FAWN                   
USC00097522,347167,-837500,4389,ROBERTSTOWN                   
USC00097528,326319,-817722,488,ROCKY FORD 4SE                
USC00097600,342414,-851583,2088,ROME                          
USC00097605,341650,-852583,2134,ROME 8 SW                     
USC00097720,305167,-820333,238,SAINT GEORGE                  
USC00097740,307167,-815500,61,SAINT MARYS                   
USC00097777,329744,-828045,1375,SANDERSVILLE                  
USC00097808,313981,-812808,30,SAPELO IS                     
USC00097827,346647,-837342,4849,SAUTEE 3W                     
USC00097842,320000,-812667,61,SAVANNAH USDA PLT GD          
USC00097860,320000,-808500,30,SAVANNAH BEACH                
USC00097915,314833,-820167,378,SCREVEN                       
USC00098064,335636,-830767,2118,SILOAM 3N                     
USC00098223,332725,-829669,1737,SPARTA                        
USC00098228,332833,-829833,1676,SPARTA #2                     
USC00098241,323589,-813120,256,SPRINGFIELD                   
USC00098269,347833,-843000,7020,STANLEY GAP                   
USC00098271,307644,-829000,427,STATENVILLE 6 NE              
USC00098284,324500,-817833,701,STATESBORO                    
USC00098351,324414,-822181,792,STILLMORE                     
USC00098414,346833,-840167,-9999,SUCHES                        
USC00098418,347592,-841078,6279,SUCHES 7NW                    
USC00098436,344547,-853900,1948,SUMMERVILLE                   
USC00098460,333333,-842833,2841,SUNNYSIDE                     
USC00098476,317078,-821969,610,SURRENCY                      
USC00098492,340864,-839833,3341,SUWANEE 5 E                   
USC00098496,325806,-823822,975,SWAINSBORO                    
USC00098504,349667,-842167,5489,SWEET GUM                     
USC00098517,327322,-816178,762,SYLVANIA 2 SSE                
USC00098535,326864,-845208,1890,TALBOTTON                     
USC00098547,337667,-853000,2990,TALLAPOOSA 2 N                
USC00098575,344167,-843833,4039,TATE                          
USC00098600,340861,-849828,2198,TAYLORSVILLE                  
USC00098657,329642,-842303,2502,THE ROCK RCH                  
USC00098661,328669,-842653,1890,THOMASTON 4SE                 
USC00098666,309139,-838611,732,THOMASVILLE 7 NE              
USC00098677,334506,-824822,1652,THOMSON 1.5SE                 
USC00098703,314461,-834767,1158,TIFTON                        
USC00098732,349500,-836333,6651,TITUS                         
USC00098740,345786,-833319,3085,TOCCOA                        
USC00098806,348000,-837000,11899,TRAY MTN                      
USC00098842,347128,-833519,2347,TUGALO DAM                    
USC00098854,348667,-850333,2679,TUNNEL HILL                   
USC00098931,320167,-808500,24,TYBEE ISLAND                  
USC00098935,347206,-837219,4859,UNICOI SP                     
USC00098942,336167,-830833,2012,UNION POINT                   
USC00098950,338722,-835358,2560,U OF GA PLT SCI               
USC00098964,308333,-833000,701,VALDOSTA                      
USC00098972,308500,-832333,762,VALDOSTA 3 E                  
USC00098974,308056,-832736,808,VALDOSTA 2 S                  
USC00098985,314833,-813500,30,VALONA                        
USC00099020,322167,-824167,853,VIDALIA                       
USC00099027,321083,-838289,1030,VIENNA                        
USC00099077,343108,-845375,3645,WALESKA                       
USC00099124,326094,-836164,1280,WARNER ROBINS                 
USC00099141,334028,-826222,1494,WARRENTON                     
USC00099157,337264,-827058,1890,WASHINGTON 2 ESE              
USC00099169,338731,-834361,2286,WATKINSVILLE ARS              
USC00099177,311000,-817333,61,WAVERLY                       
USC00099186,312514,-823128,442,WAYCROSS 4 NE                 
USC00099194,330714,-820072,844,WAYNESBORO 2 S                
USC00099291,328861,-851839,1753,W PT                          
USC00099368,335000,-849167,2591,WHITESBURG                    
USC00099451,313550,-829339,610,WILLACOOCHEE 5ENE             
USC00099466,339275,-837261,2710,WINDER 4S                     
USC00099486,339669,-832886,2713,WINTERVILLE                   
USC00099502,309592,-817072,49,WOODBINE                      
USC00099506,329783,-845983,2225,WOODBURY                      
USC00099519,307167,-848667,701,WOODRUFF DAM                  
USC00099524,341097,-845150,3206,WOODSTOCK                     
USC00099805,349333,-838500,5861,YOUNG HARRIS                  
USC00100010,429536,-1128253,13426,ABERDEEN EXP STN              
USC00100149,424167,-1135833,14490,ALBION                        
USC00100185,421167,-1136500,16855,ALMO                          
USC00100199,444000,-1159833,14579,ALPHA 1 NE                    
USC00100218,427986,-1128036,13442,AMERICAN FALLS                
USC00100227,428572,-1128800,13457,AMERICAN FALLS 6 NE           
USC00100282,433572,-1154522,11832,ANDERSON DAM                  
USC00100347,425031,-1125758,15880,ARBON 2 NW                    
USC00100375,436356,-1132997,16231,ARCO                          
USC00100400,444167,-1126500,21336,ARGORA                        
USC00100448,435936,-1159236,9860,ARROWROCK DAM                 
USC00100470,440708,-1114564,15886,ASHTON 1N                     
USC00100491,438000,-1151333,16779,ATLANTA                       
USC00100493,438000,-1151167,18300,ATLANTA 1 E                   
USC00100494,438000,-1151167,17051,ATLANTA 2                     
USC00100525,472500,-1158000,7590,AVERY RS                      
USC00100528,472533,-1159203,7297,AVERY RS #2                   
USC00100536,440500,-1144667,18300,BAKERS RCH                    
USC00100563,427167,-1119000,16130,BANCROFT                      
USC00100621,440500,-1138000,-9999,BARTON FLAT                   
USC00100667,479803,-1165594,6361,BAYVIEW MODEL BASIN           
USC00100774,434669,-1142578,15825,BELLEVUE                      
USC00100789,483500,-1168000,8050,BENTON DAM                    
USC00100803,423353,-1113856,18178,BERN                          
USC00100835,451333,-1153167,17319,BIG CREEK                     
USC00100857,436167,-1148833,16764,BIG SMOKY RS                  
USC00100864,445000,-1112667,19629,BIG SPRINGS                   
USC00100887,486167,-1169500,7629,BISMARCK RS                   
USC00100915,431917,-1123453,13713,BLACKFOOT FIRE DEPT           
USC00100920,430000,-1117167,18910,BLACKFOOT DAM                 
USC00100940,430833,-1149333,-9999,BLANCHE                       
USC00101002,429544,-1150131,9982,BLISS 4 NW                    
USC00101005,420500,-1144667,9830,BLUE LAKES                    
USC00101007,434000,-1155833,-9999,BOCK'S RANCH                  
USC00101015,437667,-1161167,12802,BOGUS CREEK                   
USC00101017,437383,-1162022,11841,BOISE 7 N                     
USC00101018,435253,-1160542,8656,BOISE LUCKY PEAK DAM          
USC00101019,438333,-1153333,12192,BOISE KING                    
USC00101024,435686,-1162100,8705,BOISE NWS WFO                 
USC00101050,443667,-1147333,19580,BONANZA                       
USC00101079,486928,-1163103,6099,BONNERS FERRY                 
USC00101084,487000,-1163167,5310,BONNERS FERRY BRG             
USC00101090,421667,-1141667,23165,BOSTETTER                     
USC00101105,439167,-1157500,14722,BOULDER MINE                  
USC00101109,468761,-1163992,8787,BOVILL 1 N                    
USC00101156,421333,-1133500,14341,BRIDGE                        
USC00101177,447333,-1168167,11887,BROWNLEE                      
USC00101180,448364,-1168981,5621,BROWNLEE DAM                  
USC00101195,428819,-1158017,7711,BRUNEAU                       
USC00101217,426000,-1147667,11470,BUHL                          
USC00101220,426006,-1147453,11582,BUHL #2                       
USC00101244,466333,-1155000,6980,BUNGALOW RS                   
USC00101252,425414,-1129997,16063,BUIST                         
USC00101272,475333,-1158000,12469,BURKE 2 ENE                   
USC00101288,425333,-1137833,12750,BURLEY                        
USC00101298,425189,-1138028,13765,BURLEY 2S                     
USC00101313,444000,-1121833,17374,BURNSIDE                      
USC00101363,480864,-1160572,6623,CABINET GORGE                 
USC00101380,436667,-1166833,7224,CALDWELL                      
USC00101384,436175,-1166919,7635,CALDWELL 3 S                  
USC00101395,440333,-1122500,14685,CAMAS                         
USC00101408,445733,-1166753,8077,CAMBRIDGE                     
USC00101422,454833,-1153333,7041,CAMPBELLS FERRY               
USC00101461,432833,-1139500,14521,CAREY 2 S                     
USC00101514,445228,-1160481,14923,CASCADE 1 NW                  
USC00101524,445167,-1160500,14490,CASCADE RS                    
USC00101551,425503,-1148661,11659,CASTLEFORD 2 N                
USC00101605,422333,-1148833,15911,CEDAR CREEK DAM               
USC00101636,438997,-1159047,12881,CENTERVILLE COOPER DR         
USC00101663,445036,-1142397,15773,CHALLIS                       
USC00101667,428500,-1119167,16532,CHESTERFIELD                  
USC00101671,439778,-1138292,19080,CHILLY BARTON FLAT            
USC00101679,420914,-1136325,16365,CITY OF ROCKS                 
USC00101810,481500,-1161667,6501,CLARK FORK 1 ENE              
USC00101831,470111,-1162558,8601,CLARKIA                       
USC00101840,438167,-1110833,18288,CLAWSON                       
USC00101853,442667,-1144833,17255,CLAYTON                       
USC00101881,438500,-1112667,18001,CLEMENTSVILLE 4 SE            
USC00101898,426667,-1170000,15859,CLIFFS                        
USC00101932,450833,-1142333,15264,COBALT                        
USC00101938,451167,-1143500,20769,COBALT BLACKBIRD MINE         
USC00101956,476822,-1167967,6501,COEUR D'ALENE                 
USC00102071,427167,-1115500,18910,CONDA                         
USC00102092,485000,-1168667,7462,COOLIN                        
USC00102099,461500,-1154500,21141,COOLWATER LOOKOUT             
USC00102127,435833,-1142167,17374,CORRAL                        
USC00102154,460167,-1163333,10400,COTTONWOOD                    
USC00102159,460336,-1163919,12024,COTTONWOOD 2 WSW              
USC00102187,447442,-1164325,8970,COUNCIL                       
USC00102246,462333,-1164833,11430,CRAIGMONT                     
USC00102260,434625,-1135603,18026,CRATERS OF THE MOON           
USC00102273,447000,-1140500,14021,CRONK'S CANYON                
USC00102279,441500,-1159667,9461,CROUCH 2 NNW                  
USC00102310,463833,-1166667,4633,CULDESAC                      
USC00102325,450833,-1167000,13033,CUPRUM                        
USC00102385,443167,-1156333,16410,DEADWOOD DAM                  
USC00102390,444667,-1155667,17175,DEADWOOD DAM 15 N             
USC00102392,444622,-1155817,18130,DEADWOOD LODGE                
USC00102405,468000,-1165667,8699,DEARY                         
USC00102422,477333,-1164833,9330,DECEPTION CREEK               
USC00102444,435764,-1167475,7650,DEER FLAT DAM                 
USC00102448,450000,-1166333,13173,DEAR LICK RANCH               
USC00102451,437500,-1161000,21470,DEER POINT                    
USC00102490,466500,-1162500,3658,DENT                          
USC00102513,471333,-1169167,7745,DESMET 1 S                    
USC00102525,430333,-1167667,17983,DEWEY                         
USC00102575,455525,-1154611,17054,DIXIE                         
USC00102577,455697,-1154528,17496,DIXIE N                       
USC00102604,436000,-1146833,26380,DOLLARHIDE SUMMIT             
USC00102667,424261,-1121253,14829,DOWNEY                        
USC00102676,437792,-1111111,18791,DRIGGS                        
USC00102707,442436,-1122003,16612,DUBOIS EXP STN                
USC00102722,441833,-1129333,18849,DUBOIS 34 W                   
USC00102823,426833,-1142500,12079,EDEN HUNT PROJECT             
USC00102845,465022,-1163217,3033,DWORSHAK FISH HATCHERY        
USC00102853,444167,-1126000,20422,EDIE                          
USC00102875,458353,-1154600,12341,ELK CITY 1NE                  
USC00102892,467744,-1161761,8672,ELK RVR                       
USC00102898,433000,-1157833,10668,ELLERSLIE                     
USC00102942,438544,-1164664,7285,EMMETT 2 E                    
USC00102966,475689,-1162531,6462,ENAVILLE                      
USC00103108,433428,-1147900,15438,FAIRFIELD RS                  
USC00103110,433167,-1147500,15301,FAIRFIELD 3 SE                
USC00103113,425500,-1169667,14950,FAIRYLAWN                     
USC00103117,482833,-1169500,6998,FALLS RANGER STATION          
USC00103133,436167,-1152500,13881,FEATHERVILLE                  
USC00103139,438833,-1111167,18288,FELT                          
USC00103143,461000,-1155447,4694,FENN RS                       
USC00103175,471167,-1163667,6614,FERNWOOD                      
USC00103225,468167,-1159000,18059,FISH LAKE                     
USC00103289,451167,-1143500,20830,FORNEY 7 7 N BLKBIRD M        
USC00103297,430331,-1124325,13576,FT HALL 1 NNE                 
USC00103345,463833,-1160833,-9999,FRASER                        
USC00103417,438722,-1146542,22250,GALENA                        
USC00103448,441011,-1159694,9449,GARDEN VALLEY                 
USC00103460,429667,-1160000,7849,GARNET                        
USC00103490,423833,-1110667,18809,GENEVA                        
USC00103498,424667,-1113833,18306,GEORGETOWN                    
USC00103554,455394,-1139275,13655,GIBBONSVILLE                  
USC00103558,455469,-1139258,13655,GIBBONSVILLE #2               
USC00103580,436000,-1143500,19931,GIMLET                        
USC00103631,429403,-1153231,7516,GLENNS FERRY                  
USC00103732,425631,-1117594,16849,GRACE                         
USC00103734,473500,-1157167,9982,GRAND FORKS                   
USC00103760,430175,-1161772,7315,GRAND VIEW 4 NW               
USC00103764,438167,-1113333,21946,GRANDVIEW RS                  
USC00103771,459197,-1161292,10607,GRANGEVILLE                   
USC00103780,458333,-1159333,6858,GRANGEVILLE 11 SE             
USC00103809,423833,-1158833,15651,GRASMERE                      
USC00103825,430500,-1113667,19660,GRAY                          
USC00103828,431333,-1114333,19461,GRAY 6 NNW                    
USC00103835,461500,-1162667,10220,GREENCREEK 3 N                
USC00103861,439667,-1158500,14579,GRIMES PASS 6 S               
USC00103882,437186,-1135472,18291,GROUSE                        
USC00103894,432833,-1165500,7257,GUFFEY                        
USC00103902,421000,-1132000,17931,GUNNELL GRD STN               
USC00103930,428667,-1148500,9034,HAGERMAN                      
USC00103932,428114,-1149239,8830,HAGERMAN 2 SW                 
USC00103940,435186,-1143025,16191,HAILEY                        
USC00103942,435667,-1143333,16532,HAILEY 3 NNW                  
USC00103964,439664,-1122642,14600,HAMER 4 NW                    
USC00104120,436500,-1115667,18898,HAWLEY GULCH RS               
USC00104140,425972,-1141378,12375,HAZELTON                      
USC00104150,466311,-1158086,9754,HEADQUARTERS                  
USC00104154,466131,-1157989,9936,HEADQUARTERS 1 SSE            
USC00104230,429419,-1114361,20251,HENRY                         
USC00104245,422500,-1137000,20422,HEREFORD                      
USC00104268,432972,-1150678,15539,HILL CITY 1 W                 
USC00104279,421628,-1126489,14630,HOLBROOK                      
USC00104295,423528,-1145739,13792,HOLLISTER                     
USC00104318,436058,-1169211,6797,HOMEDALE 1 SE                 
USC00104341,482500,-1163000,6099,HOPE                          
USC00104344,483167,-1163333,6553,HOPE (1)                      
USC00104369,428000,-1157000,7894,HOT SPRINGS                   
USC00104384,437828,-1130033,14691,HOWE                          
USC00104442,438383,-1158319,12085,IDAHO CITY                    
USC00104450,437167,-1160000,15249,IDAHO CITY 11 SW              
USC00104455,435139,-1120125,14454,IDAHO FALLS - KIFI            
USC00104456,433456,-1117847,17764,IDAHO FALLS 16 SE             
USC00104510,442333,-1136167,21793,IMUS BROTHERS RANCH           
USC00104526,429333,-1155500,7559,INDIAN COVE                   
USC00104533,445667,-1164667,9141,INDIAN VALLEY                 
USC00104555,427969,-1122269,14060,INKOM                         
USC00104588,434000,-1113000,16170,IRWIN 2 SE                    
USC00104598,444203,-1113711,19172,ISLAND PARK                   
USC00104670,427325,-1145192,11400,JEROME                        
USC00104750,447000,-1133500,19291,JUNCTION                      
USC00104765,440333,-1118167,16157,JUNIPER BUTTES                
USC00104793,462300,-1160339,3688,KAMIAH                        
USC00104831,475333,-1161333,7026,KELLOGG                       
USC00104845,436842,-1143603,17953,KETCHUM RS                    
USC00104908,444000,-1118833,18760,KILGORE                       
USC00104910,444333,-1117333,19507,KILGORE                       
USC00104920,428333,-1137833,13021,KIMAMA                        
USC00105011,461500,-1159833,3901,KOOSKIA                       
USC00105013,460714,-1159336,7102,KOOSKIA 5 SSE                 
USC00105015,460983,-1158875,7681,KOOSKIA 5 SE                  
USC00105038,434833,-1164167,8199,KUNA                          
USC00105043,434833,-1163500,8461,KUNA 3 E                      
USC00105080,447000,-1113667,20422,LAKE                          
USC00105086,479500,-1165000,7468,LAKEVIEW                      
USC00105108,446667,-1155500,20117,LANDMARK                      
USC00105120,451333,-1166333,16154,LANDORE                       
USC00105132,464228,-1168111,2637,LAPWAI 2 N                    
USC00105143,426194,-1120067,14006,LAVA HOT SPRINGS              
USC00105169,446867,-1133689,18288,LEADORE                       
USC00105177,446831,-1133622,18288,LEADORE #2                    
USC00105179,446667,-1135167,20422,LEADORE 8 W                   
USC00105205,448667,-1135500,-9999,LEMHI                         
USC00105230,464167,-1170333,2158,LEWISTON                      
USC00105232,463750,-1169981,4420,LEWISTON #2                   
USC00105236,464167,-1170167,2259,LEWISTON WTP                  
USC00105275,421231,-1113133,18090,LIFTON PUMPING STN            
USC00105310,432833,-1153833,15240,LITTLE CAMAS                  
USC00105358,435500,-1156500,13106,LONG GULCH                    
USC00105376,445667,-1148333,-9999,LOON CREEK                    
USC00105395,472500,-1170167,7620,LOVELL                        
USC00105414,440828,-1156186,11948,LOWMAN                        
USC00105420,440833,-1155667,11799,LOWMAN 3 E                    
USC00105426,440833,-1155667,12140,LOWMAN 3E #2                  
USC00105427,425500,-1170000,14326,LOWRY                         
USC00105429,455333,-1163000,4910,LUCILE                        
USC00105462,439178,-1136153,17974,MACKAY LOST RVR RS            
USC00105466,439500,-1136667,18288,MACKAY 4 NW                   
USC00105505,432500,-1143500,14630,MAGIC                         
USC00105510,432833,-1143833,14640,MAGIC LAKE RESORT             
USC00105544,422000,-1122667,13963,MALAD                         
USC00105563,422917,-1133042,13990,MALTA 4 ESE                   
USC00105567,423061,-1133689,13780,MALTA                         
USC00105640,430500,-1135500,17069,MARTIN                        
USC00105678,426681,-1129981,12786,MASSACRE ROCKS SP             
USC00105685,445664,-1138953,15392,MAY 2SSE                      
USC00105708,448872,-1161047,15316,MCCALL                        
USC00105716,426522,-1121936,14539,MCCAMMON                      
USC00105724,426333,-1122333,14121,MCCAMMON 2 WSW                
USC00105835,437686,-1119642,15344,MENAN 4 NNE                   
USC00105841,436167,-1164167,7989,MERIDIAN 1 W                  
USC00105859,446167,-1164333,9879,MESA                          
USC00105897,447189,-1150150,13655,MIDDLE FORK LODGE             
USC00105910,434000,-1128333,15316,MIDWAY                        
USC00105955,425333,-1141167,12811,MILNER DAM                    
USC00105972,427833,-1136667,13076,MINIDOKA 10 WNW               
USC00105980,426769,-1135022,12692,MINIDOKA DAM                  
USC00106053,423167,-1113000,18166,MONTPELIER RS                 
USC00106077,439333,-1156667,18270,MOBES CREEK SUMMIT            
USC00106080,440303,-1125667,14676,MONTEVIEW                     
USC00106085,461667,-1148833,7471,MOOSE CREEK RCH               
USC00106087,461333,-1149167,7559,MOOSE CREEK RS                
USC00106152,467281,-1169558,8028,MOSCOW U OF I                 
USC00106174,431261,-1157119,9571,MTN HOME                      
USC00106221,438333,-1124167,14609,MUD LAKE PUMPING STN          
USC00106230,474661,-1158114,9757,MULLAN                        
USC00106248,432167,-1165667,7397,MURPHY                        
USC00106250,420264,-1153597,15703,MURPHY (DESERT) HOT SPRINGS   
USC00106254,476333,-1158667,8382,MURRAY                        
USC00106257,425333,-1142000,14112,MURTAUGH                      
USC00106295,435833,-1165667,7559,NAMPA                         
USC00106300,436167,-1165833,7529,NAMPA 2 NW                    
USC00106305,436039,-1165753,7529,NAMPA SUGAR FACTORY           
USC00106375,436333,-1158000,9144,NEVINS RANCH                  
USC00106388,449714,-1162933,11771,NEW MEADOWS RS                
USC00106421,462333,-1162333,9391,NEZPERCE                      
USC00106424,462325,-1162430,9900,NEZPERCE                      
USC00106493,459167,-1148333,8656,NORTH STAR RCH                
USC00106500,454833,-1139667,10973,NORTH FORK                    
USC00106542,422339,-1138925,13896,OAKLEY                        
USC00106553,440333,-1148333,20949,OBSIDIAN 3 SSE                
USC00106573,460833,-1155167,4730,OHARA BAR                     
USC00106586,441769,-1162903,9321,OLA                           
USC00106590,441333,-1162833,9114,OLA 4 S                       
USC00106681,464833,-1162667,4023,OROFINO                       
USC00106700,422833,-1120167,14478,OXFORD                        
USC00106705,466167,-1156333,11384,OXFORD RANGER STATION         
USC00106764,433500,-1112167,16413,PALISADES                     
USC00106785,422333,-1114000,18184,PARIS                         
USC00106844,438022,-1169442,6980,PARMA EXP STN                 
USC00106877,426117,-1137628,12649,PAUL 1ENE                     
USC00106891,440764,-1169311,6553,PAYETTE                       
USC00106920,430667,-1162833,12802,PEARL                         
USC00106930,427500,-1120333,16151,PEBBLE                        
USC00106985,439167,-1140167,21641,PELTON'S RANCH                
USC00107016,461500,-1156000,4730,PETE KING RS                  
USC00107040,433086,-1140667,14749,PICABO                        
USC00107046,464922,-1158006,9388,PIERCE                        
USC00107047,474833,-1158000,9391,PIERCE 2                      
USC00107049,465000,-1158000,9671,PIERCE RS                     
USC00107079,434667,-1153167,12899,PINE 2 S                      
USC00107188,473111,-1169544,8854,PLUMMER 3 WSW                 
USC00107208,428917,-1124086,14728,POCATELLO 2 NE                
USC00107209,429044,-1125906,13564,POCATELLO WFO                 
USC00107210,428750,-1124469,13594,POCATELLO CITY                
USC00107240,435667,-1116167,16764,POPLAR                        
USC00107243,436333,-1167000,7391,POPLARS                       
USC00107255,440833,-1112333,16764,PORCUPINE RS                  
USC00107264,489994,-1164992,5483,PORTHILL                      
USC00107269,489939,-1165025,5483,PORTHILL 1 SW                 
USC00107301,469603,-1168550,8412,POTLATCH 3 NNE                
USC00107320,465092,-1147081,10519,POWELL                        
USC00107325,436333,-1160833,-9999,POWERS RANCH                  
USC00107327,435064,-1155717,14569,PRAIRIE                       
USC00107346,420933,-1118825,14384,PRESTON                       
USC00107353,420667,-1118500,14399,PRESTON SUGAR FACTORY         
USC00107357,476428,-1159172,7763,PRICHARD 3 ESE                
USC00107370,485833,-1168667,-9999,PRIEST LAKE                   
USC00107386,483511,-1168353,7227,PRIEST RVR EXP STN            
USC00107402,468667,-1168167,7931,PRINCETON 5 SE                
USC00107420,477000,-1159833,-9999,PRICHARD                      
USC00107536,435500,-1129500,15039,REACTOR TESTING STN           
USC00107545,436167,-1157333,12192,RATTLESNAKE CREEK             
USC00107561,457875,-1151994,15240,RED RIVER HOT SPRINGS         
USC00107563,457075,-1153444,13259,RED RIVER RS                  
USC00107628,463333,-1165500,10741,REUBENS                       
USC00107640,438333,-1119000,14649,REXBURG                       
USC00107642,438167,-1117833,14996,REXBURG KRXK                  
USC00107644,438083,-1117892,15255,REXBURG BYU IDAHO             
USC00107648,432064,-1167494,11979,REYNOLDS                      
USC00107665,442167,-1116333,17069,RICE                          
USC00107673,430517,-1141550,13134,RICHFIELD                     
USC00107678,421833,-1161333,18898,RIDDLE                        
USC00107689,436761,-1119125,14801,RIGBY                         
USC00107706,453542,-1163950,6267,RIGGINS                       
USC00107721,436333,-1117833,15130,RIRIE                         
USC00107727,435667,-1115667,16840,RIRIE 12 ESE                  
USC00107808,425139,-1128750,14326,ROCKLAND                      
USC00107858,473500,-1156667,12661,ROLAND WEST PORTAL            
USC00107878,449500,-1150000,-9999,ROOSEVELT                     
USC00107900,447333,-1160833,14850,ROSEBERRY                     
USC00107915,423667,-1149667,14173,ROSEWORTH                     
USC00107948,436667,-1160500,-9999,RUBY CREEK                    
USC00107961,459183,-1148303,8656,RUNNING CREEK RCH             
USC00107968,426028,-1137242,12655,RUPERT 3 WSW                  
USC00107971,428000,-1135667,13271,RUPERT 13 NNE                 
USC00108022,439522,-1116786,15149,SAINT ANTHONY                 
USC00108062,473164,-1165789,6556,SAINT MARIES                  
USC00108072,438667,-1117500,15240,SALEM                         
USC00108076,452000,-1138667,12326,SALMON AP                     
USC00108080,451731,-1138856,12049,SALMON-KSRA                   
USC00108089,424833,-1148333,15118,SALMON RIVER DAM              
USC00108137,482942,-1165628,6480,SANDPOINT EXP STN             
USC00108210,445333,-1151000,22555,SEAFOAM                       
USC00108246,460081,-1148442,7864,SELWAY LODGE                  
USC00108303,436167,-1151667,14429,SHAKE CREEK RS                
USC00108380,429383,-1144169,12040,SHOSHONE 1 WNW                
USC00108395,453767,-1142775,10363,SHOUP                         
USC00108410,430167,-1167333,19507,SILVER CITY                   
USC00108412,430022,-1168317,18776,SILVER CITY 5 W               
USC00108475,456333,-1162833,4849,SLATE CREEK RS                
USC00108500,442964,-1124094,17496,SMALL 6N                      
USC00108510,451500,-1153167,16764,SMITH CREEK                   
USC00108511,434833,-1155333,13716,SMITH PRAIRIE                 
USC00108535,426514,-1115833,17806,SODA SPRINGS AP               
USC00108548,434833,-1148167,17511,SOLDIER CREEK ADM SITE        
USC00108604,443606,-1121864,17959,SPENCER                       
USC00108610,479667,-1168667,7803,SPIRIT LAKE                   
USC00108626,430667,-1126833,13451,SPRINGFIELD 1 SE              
USC00108630,438167,-1162833,10994,SPRING HILL                   
USC00108676,442208,-1149347,19047,STANLEY                       
USC00108738,449000,-1153333,19980,STIBNITE                      
USC00108765,420500,-1126500,13777,STONE                         
USC00108802,423667,-1129667,17691,SUBLETT GRD STN               
USC00108818,438867,-1117367,15011,SUGAR CITY                    
USC00108850,433167,-1158333,10668,SUNNYSIDE                     
USC00108899,475667,-1158333,19580,SUNSET PEAK                   
USC00108906,437000,-1143500,18227,SUN VALLEY                    
USC00108928,432436,-1163783,7087,SWAN FALLS PH                 
USC00108937,434372,-1112792,16450,SWAN VALLEY                   
USC00109000,451017,-1148508,11689,TAYLOR RCH                    
USC00109029,471667,-1169167,7778,TENSED                        
USC00109059,438167,-1111667,18419,TETONIA                       
USC00109065,438564,-1112769,18806,TETONIA EXP STN               
USC00109119,420833,-1151500,16642,THREE CREEK                   
USC00109120,420736,-1151928,16660,THREE CREEK SCHOOL            
USC00109197,427833,-1166167,16130,TRIANGLE RCH                  
USC00109212,442500,-1162667,12192,TRIPOD MOUNTAIN # 1           
USC00109293,425808,-1144569,11186,TWIN FALLS-KMVT               
